Order ID,Customer Name,Dish Name,Order Time,Meal Time,Customer Type,Price per Dish,Quantity,Total Revenue,Day of Week,Hour of Day,Dish Category
ORD02577,Emily Johnston,Samosa,30-01-2025 06:40,Dinner,New,408,2,816,Thursday,6,Veg
ORD02578,Ashley Levy,Manchurian,09-01-2025 19:04,Dinner,Returning,290.91,1,290.91,Thursday,19,Non-Veg
ORD02579,Roger Edwards,Samosa,15-03-2025 11:28,Dinner,New,374.05,2,748.1,Saturday,11,Veg
ORD02580,Amanda Chen,Mutton Rogan Josh,12-02-2025 08:26,Dinner,New,257.11,4,1028.44,Wednesday,8,Non-Veg
ORD02581,Julie Robinson,Dal Makhani,15-02-2025 06:00,Lunch,New,478.92,2,957.84,Saturday,6,Veg
ORD02582,Shelia Fuentes,Fried Rice,03-01-2025 00:18,Lunch,New,453.13,4,1812.52,Friday,0,Non-Veg
ORD02583,Gabriel Walker,Tandoori Roti,20-03-2025 23:15,Breakfast,New,356.9,1,356.9,Thursday,23,Non-Veg
ORD02584,Kevin Huerta DDS,Tandoori Roti,28-03-2025 21:38,Lunch,Returning,476.31,1,476.31,Friday,21,Non-Veg
ORD02585,Nicole Lopez,Dal Makhani,06-03-2025 22:54,Lunch,Returning,366.9,2,733.8,Thursday,22,Veg
ORD02586,Carrie Morris,Pasta Alfredo,31-03-2025 18:24,Breakfast,Returning,189.42,3,568.26,Monday,18,Non-Veg
ORD02587,Christopher Ramos,Veg Thali,31-01-2025 02:03,Dinner,Returning,114.9,3,344.7,Friday,2,Veg
ORD02588,Ashley Rodriguez,Paneer Butter Masala,20-03-2025 12:40,Dinner,New,370.45,3,1111.35,Thursday,12,Veg
ORD02589,Amy Gutierrez,Chicken Biryani,23-02-2025 11:17,Breakfast,New,288.4,2,576.8,Sunday,11,Non-Veg
ORD02590,Michael Thompson,Veg Thali,08-03-2025 16:17,Breakfast,New,426.08,1,426.08,Saturday,16,Veg
ORD02591,Marcus Blackwell,Manchurian,01-03-2025 02:39,Lunch,New,199.31,1,199.31,Saturday,2,Non-Veg
ORD02592,Margaret Powell,Pasta Alfredo,28-03-2025 02:53,Dinner,Returning,412.21,4,1648.84,Friday,2,Non-Veg
ORD02593,Nicole Price,Chicken Tikka,05-03-2025 09:20,Breakfast,Returning,132.35,3,397.05,Wednesday,9,Non-Veg
ORD02594,Michael Cooper,Masala Dosa,02-02-2025 07:51,Dinner,Returning,445.58,4,1782.32,Sunday,7,Non-Veg
ORD02595,Tiffany Davis,Masala Dosa,09-01-2025 06:12,Lunch,Returning,140.27,3,420.81,Thursday,6,Non-Veg
ORD02596,Glenn Ramirez,Fish Curry,31-03-2025 17:09,Dinner,New,202.87,1,202.87,Monday,17,Non-Veg
ORD02597,Hannah Walker,Mutton Rogan Josh,17-02-2025 16:24,Breakfast,New,491.9,1,491.9,Monday,16,Non-Veg
ORD02598,Jeremy Li,Chole Bhature,04-03-2025 03:24,Breakfast,New,50.78,1,50.78,Tuesday,3,Veg
ORD02599,Richard Leon,Chole Bhature,01-01-2025 10:10,Lunch,Returning,62.44,3,187.32,Wednesday,10,Veg
ORD02600,James Jennings,Chicken Biryani,20-03-2025 05:17,Breakfast,New,336.42,4,1345.68,Thursday,5,Non-Veg
ORD02601,Mary Long,Fried Rice,17-01-2025 13:07,Breakfast,Returning,93.63,2,187.26,Friday,13,Non-Veg
ORD02602,James Mcclain,Chole Bhature,24-02-2025 14:06,Dinner,New,451.15,2,902.3,Monday,14,Veg
ORD02603,Cynthia Castaneda,Masala Dosa,16-02-2025 04:16,Lunch,New,329.94,1,329.94,Sunday,4,Non-Veg
ORD02604,Heidi Flores,Manchurian,15-03-2025 11:21,Lunch,Returning,98.5,2,197,Saturday,11,Non-Veg
ORD02605,Phillip Garcia,Fried Rice,23-02-2025 17:06,Breakfast,New,273.94,2,547.88,Sunday,17,Non-Veg
ORD02606,James Smith,Manchurian,25-02-2025 19:32,Lunch,Returning,467.87,4,1871.48,Tuesday,19,Non-Veg
ORD02607,Alexander Price,Chicken Tikka,13-03-2025 08:48,Breakfast,New,202.25,3,606.75,Thursday,8,Non-Veg
ORD02608,Patricia Armstrong,Veg Thali,13-01-2025 20:51,Lunch,New,407.32,1,407.32,Monday,20,Veg
ORD02609,Matthew Johnson,Paneer Butter Masala,02-02-2025 14:45,Lunch,New,431.5,1,431.5,Sunday,14,Veg
ORD02610,Dawn Andrews,Fish Curry,02-03-2025 09:27,Lunch,Returning,390.62,2,781.24,Sunday,9,Non-Veg
ORD02611,Richard White,Chole Bhature,26-01-2025 17:15,Breakfast,Returning,393.59,3,1180.77,Sunday,17,Veg
ORD02612,Sarah Malone,Fish Curry,27-03-2025 22:44,Lunch,Returning,245.81,1,245.81,Thursday,22,Non-Veg
ORD02613,Caroline King,Paneer Butter Masala,14-02-2025 15:26,Lunch,New,194.68,4,778.72,Friday,15,Veg
ORD02614,Leslie Moore,Pasta Alfredo,25-02-2025 11:49,Lunch,Returning,496.53,3,1489.59,Tuesday,11,Non-Veg
ORD02615,Sandra Garza,Fish Curry,12-03-2025 03:55,Dinner,New,287.4,1,287.4,Wednesday,3,Non-Veg
ORD02616,Sara Wilson,Chicken Biryani,18-01-2025 02:51,Lunch,New,338.42,1,338.42,Saturday,2,Non-Veg
ORD02617,John Vazquez,Paneer Butter Masala,18-02-2025 15:10,Breakfast,Returning,223.21,3,669.63,Tuesday,15,Veg
ORD02618,Joseph Preston,Fried Rice,29-03-2025 18:17,Breakfast,Returning,382.34,2,764.68,Saturday,18,Non-Veg
ORD02619,Jessica Robinson,Chole Bhature,16-02-2025 07:22,Dinner,New,459.8,1,459.8,Sunday,7,Veg
ORD02620,Kathryn Moore,Masala Dosa,11-02-2025 14:50,Breakfast,Returning,82.83,2,165.66,Tuesday,14,Non-Veg
ORD02621,Chad Lawson,Veg Thali,15-02-2025 01:56,Dinner,New,70.36,4,281.44,Saturday,1,Veg
ORD02622,James Mills,Manchurian,19-01-2025 18:04,Dinner,New,465.94,1,465.94,Sunday,18,Non-Veg
ORD02623,Theresa Hall,Veg Thali,24-03-2025 07:40,Dinner,Returning,492.98,4,1971.92,Monday,7,Veg
ORD02624,Mrs. Lindsay Hansen,Veg Thali,17-03-2025 05:40,Lunch,Returning,70.14,2,140.28,Monday,5,Veg
ORD02625,Christina Booth,Veg Thali,24-02-2025 11:59,Dinner,Returning,446.88,4,1787.52,Monday,11,Veg
ORD02626,Ricky Davila,Dal Makhani,03-03-2025 22:20,Dinner,Returning,142.19,3,426.57,Monday,22,Veg
ORD02627,Sarah Carpenter,Tandoori Roti,07-02-2025 05:55,Breakfast,Returning,420.6,4,1682.4,Friday,5,Non-Veg
ORD02628,Scott Barr,Samosa,26-01-2025 07:29,Breakfast,Returning,164.04,1,164.04,Sunday,7,Veg
ORD02629,Joel Hall,Tandoori Roti,27-02-2025 00:41,Lunch,New,363.2,4,1452.8,Thursday,0,Non-Veg
ORD02630,Thomas Everett,Fish Curry,12-01-2025 17:33,Dinner,New,81.74,1,81.74,Sunday,17,Non-Veg
ORD02631,Susan Martin,Masala Dosa,11-01-2025 11:49,Lunch,New,132.51,3,397.53,Saturday,11,Non-Veg
ORD02632,Sheri Lee,Tandoori Roti,16-01-2025 05:37,Lunch,Returning,178.16,3,534.48,Thursday,5,Non-Veg
ORD02633,Alison Underwood,Samosa,26-01-2025 21:56,Dinner,Returning,98.82,1,98.82,Sunday,21,Veg
ORD02634,David Hensley,Samosa,05-02-2025 22:41,Breakfast,New,299.64,4,1198.56,Wednesday,22,Veg
ORD02635,Candace Quinn,Masala Dosa,19-01-2025 06:37,Dinner,New,261.03,1,261.03,Sunday,6,Non-Veg
ORD02636,Mr. Jason Welch,Veg Thali,11-01-2025 03:22,Breakfast,Returning,133.02,1,133.02,Saturday,3,Veg
ORD02637,Leslie Flynn,Pasta Alfredo,23-01-2025 00:06,Dinner,Returning,247.15,2,494.3,Thursday,0,Non-Veg
ORD02638,Victor Moore,Dal Makhani,10-02-2025 05:36,Breakfast,New,395.85,3,1187.55,Monday,5,Veg
ORD02639,William Keith,Dal Makhani,04-01-2025 23:35,Breakfast,New,203.61,3,610.83,Saturday,23,Veg
ORD02640,Mrs. Laura Lawson MD,Masala Dosa,25-03-2025 21:47,Lunch,Returning,140.29,1,140.29,Tuesday,21,Non-Veg
ORD02641,Trevor Foster,Pasta Alfredo,05-02-2025 14:50,Breakfast,Returning,277.52,2,555.04,Wednesday,14,Non-Veg
ORD02642,Ronald Cruz,Fish Curry,17-01-2025 17:52,Breakfast,Returning,346.11,4,1384.44,Friday,17,Non-Veg
ORD02643,Austin Scott,Samosa,03-01-2025 07:17,Lunch,New,429.54,3,1288.62,Friday,7,Veg
ORD02644,Aaron Young,Masala Dosa,20-02-2025 16:27,Breakfast,Returning,75.52,1,75.52,Thursday,16,Non-Veg
ORD02645,Max Diaz,Fried Rice,07-02-2025 07:29,Dinner,New,328.36,2,656.72,Friday,7,Non-Veg
ORD02646,Jill Grant,Manchurian,07-03-2025 21:46,Lunch,Returning,67.29,1,67.29,Friday,21,Non-Veg
ORD02647,Hannah Diaz DDS,Veg Thali,04-03-2025 06:54,Breakfast,Returning,51.54,1,51.54,Tuesday,6,Veg
ORD02648,Michael Aguilar,Pasta Alfredo,16-03-2025 01:34,Dinner,New,435.65,1,435.65,Sunday,1,Non-Veg
ORD02649,James Lopez,Fried Rice,21-02-2025 07:17,Breakfast,New,341.99,4,1367.96,Friday,7,Non-Veg
ORD02650,Austin Krause,Dal Makhani,27-03-2025 07:22,Dinner,Returning,177.11,4,708.44,Thursday,7,Veg
ORD02651,Jennifer Davis,Manchurian,10-02-2025 22:19,Dinner,New,357.3,3,1071.9,Monday,22,Non-Veg
ORD02652,Katrina Baird,Fish Curry,01-02-2025 09:59,Lunch,Returning,463.74,2,927.48,Saturday,9,Non-Veg
ORD02653,Amanda Larsen,Fried Rice,11-02-2025 08:15,Lunch,New,114.98,2,229.96,Tuesday,8,Non-Veg
ORD02654,Adrian Christian,Pasta Alfredo,29-03-2025 15:47,Lunch,New,215.64,1,215.64,Saturday,15,Non-Veg
ORD02655,Allison Mcknight,Spring Roll,09-02-2025 07:08,Lunch,New,69.15,4,276.6,Sunday,7,Non-Veg
ORD02656,Cody Garcia,Manchurian,06-03-2025 16:31,Dinner,New,494.37,2,988.74,Thursday,16,Non-Veg
ORD02657,Tyler Roberts,Fish Curry,18-03-2025 11:18,Lunch,New,473.85,4,1895.4,Tuesday,11,Non-Veg
ORD02658,Debra Hicks,Pasta Alfredo,22-03-2025 10:18,Lunch,Returning,249.75,4,999,Saturday,10,Non-Veg
ORD02659,Danny Ramsey,Chole Bhature,12-02-2025 04:34,Lunch,Returning,349.42,2,698.84,Wednesday,4,Veg
ORD02660,William Hanson,Fried Rice,07-03-2025 20:05,Breakfast,New,147.63,2,295.26,Friday,20,Non-Veg
ORD02661,James Hutchinson,Veg Thali,21-02-2025 17:39,Dinner,Returning,455.16,4,1820.64,Friday,17,Veg
ORD02662,Thomas Gutierrez,Fish Curry,04-02-2025 02:47,Lunch,New,226.77,4,907.08,Tuesday,2,Non-Veg
ORD02663,Melissa Wyatt,Fried Rice,10-01-2025 21:20,Dinner,Returning,185.14,4,740.56,Friday,21,Non-Veg
ORD02664,Kara Moreno,Veg Thali,05-01-2025 15:09,Breakfast,Returning,298.26,2,596.52,Sunday,15,Veg
ORD02665,Craig Wood,Pasta Alfredo,02-03-2025 01:01,Dinner,Returning,131.14,4,524.56,Sunday,1,Non-Veg
ORD02666,Taylor Martinez,Tandoori Roti,03-01-2025 04:04,Breakfast,Returning,305.33,2,610.66,Friday,4,Non-Veg
ORD02667,Scott Crawford,Tandoori Roti,25-01-2025 21:04,Dinner,New,338.56,2,677.12,Saturday,21,Non-Veg
ORD02668,Diamond Mcknight,Pasta Alfredo,14-01-2025 17:10,Lunch,Returning,160.56,2,321.12,Tuesday,17,Non-Veg
ORD02669,Stacy Henderson,Manchurian,11-03-2025 09:58,Lunch,Returning,324.66,1,324.66,Tuesday,9,Non-Veg
ORD02670,John Grant,Chicken Biryani,03-03-2025 13:09,Breakfast,New,59.66,1,59.66,Monday,13,Non-Veg
ORD02671,Darrell Gilbert,Samosa,31-01-2025 04:11,Breakfast,Returning,469.2,3,1407.6,Friday,4,Veg
ORD02672,Michael Williams,Tandoori Roti,19-01-2025 11:28,Breakfast,New,188.4,1,188.4,Sunday,11,Non-Veg
ORD02673,Crystal Gray DDS,Dal Makhani,03-02-2025 00:51,Lunch,Returning,263.79,2,527.58,Monday,0,Veg
ORD02674,Michael Holt,Mutton Rogan Josh,27-01-2025 08:56,Breakfast,New,455.37,2,910.74,Monday,8,Non-Veg
ORD02675,Tiffany Calderon,Pasta Alfredo,15-01-2025 20:38,Breakfast,Returning,121.23,4,484.92,Wednesday,20,Non-Veg
ORD02676,Jennifer Benitez,Mutton Rogan Josh,05-03-2025 16:52,Dinner,New,489.26,2,978.52,Wednesday,16,Non-Veg
ORD02677,Penny Murphy,Chicken Tikka,24-03-2025 18:08,Breakfast,New,111.02,4,444.08,Monday,18,Non-Veg
ORD02678,Douglas Lewis,Pasta Alfredo,13-02-2025 00:52,Lunch,New,395.21,3,1185.63,Thursday,0,Non-Veg
ORD02679,Michelle Spencer,Chicken Tikka,26-03-2025 17:40,Dinner,New,251.3,1,251.3,Wednesday,17,Non-Veg
ORD02680,Jennifer Flores,Chicken Tikka,30-03-2025 07:38,Dinner,Returning,448.52,1,448.52,Sunday,7,Non-Veg
ORD02681,Derek Bentley,Chole Bhature,22-03-2025 16:34,Breakfast,New,110.72,3,332.16,Saturday,16,Veg
ORD02682,Andrew Mcknight,Pasta Alfredo,03-03-2025 15:44,Breakfast,New,496.8,2,993.6,Monday,15,Non-Veg
ORD02683,Tommy Murphy,Fish Curry,29-03-2025 12:35,Lunch,Returning,370.13,1,370.13,Saturday,12,Non-Veg
ORD02684,Benjamin Evans,Dal Makhani,02-02-2025 06:52,Lunch,New,329.84,4,1319.36,Sunday,6,Veg
ORD02685,Wendy Carlson,Chole Bhature,16-01-2025 09:19,Lunch,New,281.04,1,281.04,Thursday,9,Veg
ORD02686,Isabella Henderson,Chole Bhature,14-02-2025 13:34,Breakfast,New,342.23,3,1026.69,Friday,13,Veg
ORD02687,Francisco Smith DVM,Chicken Tikka,24-01-2025 22:46,Lunch,Returning,68.21,4,272.84,Friday,22,Non-Veg
ORD02688,Leon Fowler,Chicken Biryani,02-03-2025 00:30,Lunch,New,108.79,1,108.79,Sunday,0,Non-Veg
ORD02689,Pamela Aguilar,Dal Makhani,08-03-2025 20:50,Breakfast,Returning,221.3,4,885.2,Saturday,20,Veg
ORD02690,Timothy Sparks,Pasta Alfredo,04-02-2025 14:09,Breakfast,Returning,363.59,3,1090.77,Tuesday,14,Non-Veg
ORD02691,Kathryn Davis,Spring Roll,03-02-2025 09:16,Dinner,Returning,233.24,3,699.72,Monday,9,Non-Veg
ORD02692,Joel Terry,Chole Bhature,13-01-2025 01:06,Dinner,Returning,298.57,4,1194.28,Monday,1,Veg
ORD02693,Michael White,Mutton Rogan Josh,26-01-2025 15:15,Breakfast,Returning,463.45,1,463.45,Sunday,15,Non-Veg
ORD02694,Jennifer Moore,Fish Curry,15-03-2025 07:35,Lunch,New,60.35,2,120.7,Saturday,7,Non-Veg
ORD02695,Wanda Fox,Spring Roll,15-03-2025 09:13,Breakfast,New,83.49,3,250.47,Saturday,9,Non-Veg
ORD02696,Brooke Robinson,Masala Dosa,06-01-2025 21:54,Dinner,New,400.49,1,400.49,Monday,21,Non-Veg
ORD02697,Michelle Franklin,Tandoori Roti,01-01-2025 21:04,Breakfast,Returning,441.57,1,441.57,Wednesday,21,Non-Veg
ORD02698,Cheyenne Pratt,Dal Makhani,15-01-2025 05:19,Dinner,Returning,333.95,3,1001.85,Wednesday,5,Veg
ORD02699,Michael Prince,Fish Curry,13-03-2025 13:19,Breakfast,New,75.27,2,150.54,Thursday,13,Non-Veg
ORD02700,Jamie Collins,Manchurian,19-01-2025 03:51,Dinner,New,133.51,1,133.51,Sunday,3,Non-Veg
ORD02701,Mr. Vincent King,Pasta Alfredo,01-01-2025 08:23,Dinner,New,144.6,1,144.6,Wednesday,8,Non-Veg
ORD02702,Robert Ramos,Chole Bhature,05-02-2025 05:11,Dinner,New,264.22,2,528.44,Wednesday,5,Veg
ORD02703,Christopher Washington,Chicken Tikka,06-03-2025 11:10,Dinner,New,261.14,1,261.14,Thursday,11,Non-Veg
ORD02704,Francisco Schultz,Masala Dosa,10-02-2025 06:41,Dinner,New,85.8,2,171.6,Monday,6,Non-Veg
ORD02705,Katelyn Young,Masala Dosa,24-01-2025 23:06,Dinner,New,364.99,1,364.99,Friday,23,Non-Veg
ORD02706,Daniel Alexander,Masala Dosa,18-01-2025 03:07,Lunch,New,123.09,3,369.27,Saturday,3,Non-Veg
ORD02707,Dennis Rubio,Pasta Alfredo,24-02-2025 18:06,Dinner,Returning,148.22,3,444.66,Monday,18,Non-Veg
ORD02708,Jeffrey Moore,Chole Bhature,17-03-2025 01:04,Dinner,New,288.75,3,866.25,Monday,1,Veg
ORD02709,Joshua Hart,Spring Roll,26-01-2025 14:50,Breakfast,New,77.73,4,310.92,Sunday,14,Non-Veg
ORD02710,Dustin Stevenson,Manchurian,01-02-2025 07:58,Dinner,New,328.93,4,1315.72,Saturday,7,Non-Veg
ORD02711,Cody Ortiz,Fish Curry,08-01-2025 06:39,Dinner,Returning,55.4,1,55.4,Wednesday,6,Non-Veg
ORD02712,Kaitlyn Cantu,Dal Makhani,29-01-2025 23:33,Lunch,New,306.14,3,918.42,Wednesday,23,Veg
ORD02713,Kelly Castro,Chole Bhature,11-02-2025 00:45,Dinner,Returning,216.7,3,650.1,Tuesday,0,Veg
ORD02714,Robin Hardy,Chicken Tikka,11-03-2025 11:42,Lunch,New,152.65,2,305.3,Tuesday,11,Non-Veg
ORD02715,Jill Taylor,Tandoori Roti,04-01-2025 21:16,Lunch,Returning,259.23,4,1036.92,Saturday,21,Non-Veg
ORD02716,Haley Cruz,Manchurian,30-01-2025 12:35,Lunch,Returning,440.91,4,1763.64,Thursday,12,Non-Veg
ORD02717,Dalton Arnold,Masala Dosa,11-02-2025 03:47,Breakfast,Returning,238.82,1,238.82,Tuesday,3,Non-Veg
ORD02718,Ethan Gonzalez,Masala Dosa,21-03-2025 11:53,Lunch,Returning,495.39,2,990.78,Friday,11,Non-Veg
ORD02719,Manuel Watson,Chole Bhature,06-02-2025 08:32,Breakfast,Returning,406.12,2,812.24,Thursday,8,Veg
ORD02720,Joshua Tran,Dal Makhani,14-01-2025 17:56,Breakfast,New,92.68,4,370.72,Tuesday,17,Veg
ORD02721,Tyler Berry,Masala Dosa,12-02-2025 23:43,Lunch,Returning,138.99,4,555.96,Wednesday,23,Non-Veg
ORD02722,Jason Green,Masala Dosa,05-02-2025 16:50,Lunch,Returning,152.48,4,609.92,Wednesday,16,Non-Veg
ORD02723,Jacob Villa,Tandoori Roti,25-02-2025 05:37,Lunch,Returning,245.8,2,491.6,Tuesday,5,Non-Veg
ORD02724,Bonnie Rowland,Fish Curry,14-02-2025 08:36,Breakfast,Returning,482.65,1,482.65,Friday,8,Non-Veg
ORD02725,Grant Gordon,Chole Bhature,28-03-2025 17:45,Dinner,Returning,323.52,2,647.04,Friday,17,Veg
ORD02726,Taylor Turner,Fried Rice,22-01-2025 09:41,Lunch,New,237.36,1,237.36,Wednesday,9,Non-Veg
ORD02727,Lori Costa,Mutton Rogan Josh,29-03-2025 02:17,Dinner,New,202.36,3,607.08,Saturday,2,Non-Veg
ORD02728,Eric Rush,Dal Makhani,04-03-2025 06:20,Lunch,New,319.6,3,958.8,Tuesday,6,Veg
ORD02729,Richard Hanson,Tandoori Roti,01-02-2025 01:08,Lunch,New,216.31,4,865.24,Saturday,1,Non-Veg
ORD02730,Ray Hendricks,Paneer Butter Masala,06-01-2025 17:53,Lunch,Returning,237.65,2,475.3,Monday,17,Veg
ORD02731,Mark Logan,Chole Bhature,27-03-2025 23:27,Dinner,New,459.57,3,1378.71,Thursday,23,Veg
ORD02732,Shelley Ramsey,Manchurian,27-02-2025 16:42,Lunch,Returning,299.75,3,899.25,Thursday,16,Non-Veg
ORD02733,Jo Jones,Veg Thali,05-03-2025 13:31,Breakfast,Returning,401.72,2,803.44,Wednesday,13,Veg
ORD02734,Mark Carter,Dal Makhani,06-03-2025 10:52,Dinner,New,415.99,2,831.98,Thursday,10,Veg
ORD02735,Jacqueline Hall MD,Dal Makhani,14-02-2025 11:20,Lunch,New,191.06,1,191.06,Friday,11,Veg
ORD02736,Jonathan Reese,Spring Roll,04-02-2025 23:10,Breakfast,Returning,86.59,4,346.36,Tuesday,23,Non-Veg
ORD02737,Barbara Mckee,Dal Makhani,12-02-2025 02:45,Dinner,Returning,80.12,4,320.48,Wednesday,2,Veg
ORD02738,Jason Johnson,Veg Thali,12-03-2025 18:19,Lunch,New,213.7,1,213.7,Wednesday,18,Veg
ORD02739,William Scott,Veg Thali,13-02-2025 02:54,Breakfast,New,197.25,4,789,Thursday,2,Veg
ORD02740,Rhonda Wallace,Masala Dosa,21-02-2025 03:26,Lunch,Returning,268.11,3,804.33,Friday,3,Non-Veg
ORD02741,Phillip Nelson,Manchurian,25-02-2025 01:08,Dinner,New,420.86,2,841.72,Tuesday,1,Non-Veg
ORD02742,Justin Thomas,Manchurian,29-03-2025 04:11,Dinner,New,183.03,1,183.03,Saturday,4,Non-Veg
ORD02743,Sharon Morgan,Manchurian,08-03-2025 22:42,Breakfast,Returning,161.7,4,646.8,Saturday,22,Non-Veg
ORD02744,Cole Parker,Tandoori Roti,08-02-2025 12:02,Breakfast,Returning,167.44,2,334.88,Saturday,12,Non-Veg
ORD02745,Shawn Martinez,Paneer Butter Masala,27-01-2025 22:50,Breakfast,Returning,85.42,4,341.68,Monday,22,Veg
ORD02746,Margaret Ellis,Manchurian,12-03-2025 14:45,Breakfast,Returning,331.65,2,663.3,Wednesday,14,Non-Veg
ORD02747,Sean Luna,Chicken Tikka,24-02-2025 01:16,Lunch,New,471.61,4,1886.44,Monday,1,Non-Veg
ORD02748,James Winters,Veg Thali,26-01-2025 02:49,Dinner,Returning,178.14,2,356.28,Sunday,2,Veg
ORD02749,Curtis Pena,Paneer Butter Masala,30-01-2025 09:10,Breakfast,New,440.48,4,1761.92,Thursday,9,Veg
ORD02750,Shelby Walker,Masala Dosa,03-02-2025 13:42,Lunch,Returning,297.56,4,1190.24,Monday,13,Non-Veg
ORD02751,Brandon Stewart,Chole Bhature,28-02-2025 19:55,Lunch,New,196.97,1,196.97,Friday,19,Veg
ORD02752,James Sampson,Mutton Rogan Josh,28-02-2025 14:00,Lunch,New,447.47,1,447.47,Friday,14,Non-Veg
ORD02753,Tyler Martinez,Tandoori Roti,07-03-2025 18:55,Dinner,New,273.5,1,273.5,Friday,18,Non-Veg
ORD02754,Michael Wilkerson,Masala Dosa,13-01-2025 17:38,Breakfast,New,473.06,2,946.12,Monday,17,Non-Veg
ORD02755,Amber Ferguson,Spring Roll,09-01-2025 08:40,Lunch,Returning,202.17,4,808.68,Thursday,8,Non-Veg
ORD02756,Douglas Gonzalez,Spring Roll,01-02-2025 06:32,Breakfast,Returning,230.25,1,230.25,Saturday,6,Non-Veg
ORD02757,Andrew Smith,Pasta Alfredo,17-02-2025 18:10,Dinner,Returning,362.56,1,362.56,Monday,18,Non-Veg
ORD02758,Amy Jackson,Veg Thali,16-03-2025 03:00,Lunch,New,101.86,3,305.58,Sunday,3,Veg
ORD02759,Michael Maynard,Veg Thali,21-01-2025 16:45,Breakfast,New,73.62,2,147.24,Tuesday,16,Veg
ORD02760,Eric Greene,Paneer Butter Masala,13-02-2025 13:43,Breakfast,New,391.34,2,782.68,Thursday,13,Veg
ORD02761,Ryan Ward,Samosa,28-03-2025 20:57,Breakfast,Returning,195.33,4,781.32,Friday,20,Veg
ORD02762,Amy Lopez,Fried Rice,02-01-2025 18:03,Lunch,Returning,60.58,4,242.32,Thursday,18,Non-Veg
ORD02763,Jade Fisher,Chicken Biryani,20-02-2025 01:33,Breakfast,New,315.35,2,630.7,Thursday,1,Non-Veg
ORD02764,Jessica Andersen,Dal Makhani,21-01-2025 21:21,Lunch,New,207.22,1,207.22,Tuesday,21,Veg
ORD02765,Tanner Ashley,Manchurian,22-02-2025 22:29,Lunch,New,228.73,2,457.46,Saturday,22,Non-Veg
ORD02766,Thomas Wright,Paneer Butter Masala,18-02-2025 19:24,Dinner,Returning,169.54,3,508.62,Tuesday,19,Veg
ORD02767,Jason Perez,Pasta Alfredo,16-02-2025 12:02,Breakfast,New,389.38,3,1168.14,Sunday,12,Non-Veg
ORD02768,Valerie Logan,Veg Thali,31-01-2025 10:41,Lunch,Returning,226.68,3,680.04,Friday,10,Veg
ORD02769,Jessica Roberts,Paneer Butter Masala,11-02-2025 02:38,Lunch,Returning,142.07,1,142.07,Tuesday,2,Veg
ORD02770,Megan Bailey,Pasta Alfredo,04-01-2025 19:00,Breakfast,New,140.06,3,420.18,Saturday,19,Non-Veg
ORD02771,Emily Krueger,Tandoori Roti,17-03-2025 19:33,Dinner,New,448.99,3,1346.97,Monday,19,Non-Veg
ORD02772,Tracy Gonzales,Chicken Tikka,02-02-2025 20:28,Breakfast,New,305.08,3,915.24,Sunday,20,Non-Veg
ORD02773,Emily Raymond,Fried Rice,20-01-2025 17:37,Breakfast,Returning,55.56,2,111.12,Monday,17,Non-Veg
ORD02774,Brian Santos,Chole Bhature,20-03-2025 07:28,Breakfast,Returning,476.06,4,1904.24,Thursday,7,Veg
ORD02775,Allen Sanchez,Chole Bhature,07-03-2025 12:47,Lunch,Returning,320.82,2,641.64,Friday,12,Veg
ORD02776,Michelle Marks,Chicken Tikka,25-03-2025 19:33,Lunch,Returning,407.75,2,815.5,Tuesday,19,Non-Veg
ORD02777,Michelle Kirby,Dal Makhani,08-01-2025 01:40,Breakfast,New,433.71,1,433.71,Wednesday,1,Veg
ORD02778,Tristan Brown,Paneer Butter Masala,20-03-2025 00:30,Lunch,New,186.55,4,746.2,Thursday,0,Veg
ORD02779,Cynthia Calhoun,Dal Makhani,08-03-2025 07:58,Breakfast,New,74.09,2,148.18,Saturday,7,Veg
ORD02780,Alexandra Johnson,Veg Thali,28-02-2025 18:42,Lunch,Returning,84.24,4,336.96,Friday,18,Veg
ORD02781,Amber Webb,Paneer Butter Masala,01-03-2025 11:52,Lunch,New,454.33,3,1362.99,Saturday,11,Veg
ORD02782,Ryan Allen III,Mutton Rogan Josh,13-01-2025 21:51,Lunch,New,104.15,1,104.15,Monday,21,Non-Veg
ORD02783,Heather Huff,Manchurian,22-03-2025 03:01,Lunch,New,56.45,1,56.45,Saturday,3,Non-Veg
ORD02784,Lisa Hawkins,Veg Thali,07-03-2025 23:22,Lunch,Returning,171.53,4,686.12,Friday,23,Veg
ORD02785,Mr. Jonathan Schmidt,Tandoori Roti,06-01-2025 18:14,Dinner,New,146.96,4,587.84,Monday,18,Non-Veg
ORD02786,Anna Carlson,Pasta Alfredo,03-03-2025 17:09,Breakfast,New,273.84,4,1095.36,Monday,17,Non-Veg
ORD02787,Bryan Choi,Masala Dosa,07-02-2025 12:57,Breakfast,New,345.47,3,1036.41,Friday,12,Non-Veg
ORD02788,Cathy Price,Mutton Rogan Josh,06-03-2025 14:48,Dinner,Returning,141.21,3,423.63,Thursday,14,Non-Veg
ORD02789,Rick Crawford,Fish Curry,03-01-2025 05:19,Lunch,New,155.67,4,622.68,Friday,5,Non-Veg
ORD02790,David Johnson,Paneer Butter Masala,15-03-2025 18:14,Dinner,New,443.08,4,1772.32,Saturday,18,Veg
